publisher,developers,id,app_name,price,specs,genres,early_access,tags,owners,review_score,release_date
Big Fish Games,Big Fish Games,51010,My Tribe,Under $10,"Single-player, Steam Trading Cards, Family Sharing","Casual, Simulation",FALSE,"Realistic/Sim, Casual","0 .. 20,000",83,2010-Autumn
Big Fish Games,Big Fish Games,50960,Mystery Case Files: Huntsville™,Under $10,"Single-player, Family Sharing",Casual,FALSE,"Puzzle, Casual, Horror/Mystery","20,000 .. 50,000",82,2010-Autumn
Strategy First,Icehole Games,46740,World Basketball Manager 2010,Under $10,"Single-player, Family Sharing",Simulation,FALSE,"Realistic/Sim, Sports","20,000 .. 50,000",31,2010-Autumn
Big Fish Games,Big Fish Games,7340,Azada,Under $10,"Single-player, Family Sharing","Casual, Indie",FALSE,"Indie, Puzzle, Casual","0 .. 20,000",77,2010-Autumn
Big Fish Games,Big Fish Games,51020,Unwell Mel,Under $10,"Single-player, Family Sharing",Casual,FALSE,"Puzzle, Casual","0 .. 20,000",90,2010-Autumn
Big Fish Games,Big Fish Games,50910,Professor Fizzwizzle and the Molten Mystery,Under $10,"Single-player, Family Sharing",Casual,FALSE,"Puzzle, Casual","0 .. 20,000",100,2010-Autumn
Big Fish Games,Big Fish Games,51030,Atlantis Sky Patrol,Under $10,"Single-player, Family Sharing","Casual, Indie",FALSE,"Indie, Puzzle, Casual","0 .. 20,000",88,2010-Autumn
Strategy First,Dagger Games,46730,Hazen: The Dark Whispers,Under $10,"Single-player, Family Sharing",RPG,FALSE,"Fighting, RPG","0 .. 20,000",23,2010-Autumn
Strategy First,Totem Games,46700,Ironclads: American Civil War,Under $10,"Single-player, Family Sharing",Strategy,FALSE,Strategy,"20,000 .. 50,000",22,2010-Autumn
DnS Development,DnS Development,27920,Booster Trooper,Under $10,"Single-player, Multi-player, Steam Achievements, Partial controller support, Stats, Steam Leaderboards, Family Sharing","Action, Indie",FALSE,"Indie, Layed-Back, Action, Shooter, Multiplayer","100,000 .. 200,000",47,2010-Autumn
Strategy First,Totem Games,46710,Ironclads: High Seas,Under $10,"Single-player, Family Sharing",Strategy,FALSE,Strategy,"20,000 .. 50,000",38,2010-Autumn
Brian Cronin,Brian Cronin,18820,Zero Gear,Under $10,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Cloud, Stats, Family Sharing","Action, Indie, Racing, Sports",FALSE,"Indie, Casual, Action, Sports, Multiplayer, Racing","100,000 .. 200,000",78,2010-Autumn
Headup Publishing,Headup,46400,Greed: Black Border,Under $10,"Single-player, Multi-player, Co-op, Family Sharing","Action, RPG",FALSE,"Indie, Action, Unique-aspects, RPG, Single-Player, Other, Sci-fi, Co-op","100,000 .. 200,000",42,2010-Autumn
Rebellion,Rebellion,3730,Aliens versus Predator Classic 2000,Under $10,"Single-player, Multi-player, Family Sharing",Action,FALSE,"Gore, Historical/Old-Times, Action, Difficult, Multiplayer, Horror/Mystery, Rogue, Shooter, Single-Player, High-Quality, Sci-fi, First Person","200,000 .. 500,000",87,2010-Autumn
Fulqrum Publishing,SkyRiver Studios,46200,A.I.M. Racing,Under $10,"Single-player, Partial controller support, Steam Cloud, Family Sharing","Action, Racing",FALSE,"Single-Player, Racing, Action","20,000 .. 50,000",63,2010-Autumn
Artery Games,Artery Games,45100,Secret of the Magic Crystals,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Cloud, Steam Leaderboards, Family Sharing","Casual, Indie",FALSE,"Casual, Historical/Old-Times, Inclusivity, 3D, Sandbox/Building, Fantasy, Realistic/Sim, High-Quality, Unique-Style, Strategy, Exploration","50,000 .. 100,000",82,2010-Autumn
Square Enix,Square Enix,39110,SEASON OF MYSTERY: The Cherry Blossom Murders,Under $10,"Single-player, Steam Achievements, Family Sharing",Casual,FALSE,"Casual, Inclusivity, Puzzle, Horror/Mystery, Adventure","20,000 .. 50,000",81,2010-Autumn
Fulqrum Publishing,1C:InoCo,42940,Elven Legacy: Siege,Under $10,"Single-player, Steam Cloud, Family Sharing",Strategy,FALSE,"Strategy, Turn-based","20,000 .. 50,000",75,2009-Autumn
Paradox Interactive,NeocoreGames,24400,King Arthur - The Role-playing Wargame,Under $10,"Single-player, Multi-player, Family Sharing","RPG, Strategy",FALSE,"Historical/Old-Times, Turn-based, Fantasy, Single-Player, RPG, Strategy","200,000 .. 500,000",69,2009-Autumn
Sigma Team Inc.,Sigma Team Inc.,33180,Zombie Shooter 2,Under $10,"Single-player, Family Sharing","Action, Indie, RPG",FALSE,"Indie, Gore, Action, Unique-aspects, Fantasy, RPG, Shooter, Single-Player","100,000 .. 200,000",77,2009-Autumn
Kalypso Media Digital,Synetic,33620,Crash Time 3,Under $10,"Single-player, Multi-player, Family Sharing","Action, Racing",FALSE,"Action, Realistic/Sim, Multiplayer, Exploration, Racing","20,000 .. 50,000",84,2009-Autumn
Revolution Software Ltd,Revolution Software Ltd,33600,Broken Sword 2 - the Smoking Mirror: Remastered,Under $10,"Single-player, Steam Achievements, Steam Cloud, Family Sharing","Adventure, Casual",FALSE,"Warfare, Casual, Historical/Old-Times, 2D, Puzzle, Horror/Mystery, Single-Player, High-Quality, Unique-Style, Comedy, Adventure","200,000 .. 500,000",90,2009-Autumn
Fulqrum Publishing,1C:InoCo,42930,Elven Legacy: Magic,Under $10,"Single-player, Steam Cloud, Family Sharing",Strategy,FALSE,"Strategy, Turn-based","20,000 .. 50,000",66,2009-Autumn
Strategy First,Noviy Disk,12480,9th Company: Roots Of Terror,Under $10,"Single-player, Family Sharing",Strategy,FALSE,"Warfare, Strategy, Single-Player, Real-Time","20,000 .. 50,000",58,2009-Autumn
Sabi Games,Sabi Games,40210,ItzaZoo,Under $10,"Single-player, Family Sharing",Casual,FALSE,Casual,"0 .. 20,000",85,2009-Autumn
Amanita Design,Amanita Design,40720,Samorost 2,Under $10,"Single-player, Steam Achievements, Family Sharing","Adventure, Casual, Indie",FALSE,"Casual, 2D, Story-driven, Puzzle, Unique-aspects, Fantasy, Single-Player, High-Quality, Unique-Style, Adventure, Comedy, Sci-fi, Exploration","100,000 .. 200,000",86,2009-Autumn
"Dream Forge Entertainment, LLC","Dream Forge Entertainment, LLC",41400,Doom Rails,Under $10,"Single-player, Multi-player, Family Sharing","Action, Indie",FALSE,"Indie, Action","0 .. 20,000",26,2009-Autumn
Interplay Inc.,Shiny Entertainment,38490,Earthworm Jim 2,$10~$20,"Single-player, Family Sharing","Action, Adventure",FALSE,"Layed-Back, 2D, Historical/Old-Times, Casual, Action, Single-Player, Unique-Style, Comedy, Adventure","20,000 .. 50,000",71,2009-Autumn
Interplay Inc.,VIS Interactive,41600,Earthworm Jim 3D,$10~$20,"Single-player, Family Sharing","Action, Adventure",FALSE,"Layed-Back, Historical/Old-Times, Action, 3D, Single-Player, Adventure","20,000 .. 50,000",47,2009-Autumn
Makivision Games,Makivision Games,40500,Sacraboar,Under $10,"Single-player, Multi-player, Steam Achievements, Steam Cloud, Family Sharing","Action, Strategy, Indie",FALSE,"Indie, Strategy, Real-Time, Action","20,000 .. 50,000",24,2009-Autumn
Tale of Tales,Tale of Tales,27050,Fatale,Under $10,"Single-player, Family Sharing","Adventure, Casual, Indie",FALSE,"Indie, Adventure, Casual, Mature","20,000 .. 50,000",56,2009-Autumn
CI Games,City Interactive,34810,Project Freedom,Under $10,"Single-player, Family Sharing","Action, Simulation",FALSE,"Action, Realistic/Sim, Single-Player, Shooter, Unique-Style, Sci-fi","20,000 .. 50,000",83,2009-Autumn
CI Games,City Interactive,34820,Combat Wings: Battle of Britain,Under $10,"Single-player, Multi-player, Family Sharing",Simulation,FALSE,"Warfare, Action, Unique-aspects, Realistic/Sim, Single-Player, Shooter, Unique-Style, Multiplayer","100,000 .. 200,000",78,2009-Autumn
Sabi Games,Sabi Games,40200,ItzaBitza,Under $10,"Single-player, Family Sharing",Casual,FALSE,Casual,"0 .. 20,000",72,2009-Autumn
Accelerate Games,MumboJumbo,32160,Zombie Bowl-o-Rama,Under $10,"Single-player, Multi-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","Casual, Sports",FALSE,"Casual, Horror/Mystery, Fantasy, Sports, Single-Player, Comedy","50,000 .. 100,000",87,2009-Autumn
Mindstorm Studios,Mindstorm Studios,25500,Cricket Revolution,Under $10,"Single-player, Multi-player, Family Sharing","Indie, Simulation, Sports",FALSE,"Indie, Sports, Realistic/Sim","0 .. 20,000",54,2009-Autumn
TrueThought,TrueThought,32150,Everyday Genius: SquareLogic,Under $10,"Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","Casual, Indie, Strategy",FALSE,"Indie, Layed-Back, Casual, Puzzle, Realistic/Sim, Strategy","20,000 .. 50,000",98,2009-Autumn
Black Jacket Studios,Black Jacket Studios,32200,Metal Drift,Under $10,"Single-player, Multi-player, Steam Achievements, Family Sharing","Action, Indie, Racing, Sports",FALSE,"Indie, Action, Sports, Multiplayer, Racing","20,000 .. 50,000",64,2009-Autumn
Frima,Frima,35600,Big Brain Wolf,Under $10,"Single-player, Steam Achievements, Family Sharing","Adventure, Casual, Strategy",FALSE,"Puzzle, Adventure, Casual, Strategy","20,000 .. 50,000",51,2009-Autumn
Paradox Interactive,NeocoreGames,24410,Crusaders: Thy Kingdom Come,Under $10,"Single-player, Multi-player, Family Sharing",Strategy,FALSE,"Single-Player, Strategy, Historical/Old-Times","20,000 .. 50,000",56,2009-Autumn
HeR Interactive,HeR Interactive,31890,Nancy Drew®: Secret of the Scarlet Hand,Under $10,"Single-player, Family Sharing",Action,FALSE,"Layed-Back, Casual, Historical/Old-Times, Inclusivity, 2D, Puzzle, Horror/Mystery, Exploration, High-Quality, Other, Comedy, Adventure, Story-driven","20,000 .. 50,000",89,2009-Autumn
HeR Interactive,HeR Interactive,31850,Nancy Drew®: Ghost Dogs of Moon Lake,Under $10,"Single-player, Family Sharing",Adventure,FALSE,"Warfare, Casual, Inclusivity, Historical/Old-Times, 2D, Puzzle, Horror/Mystery, Exploration, High-Quality, Other, Comedy, Adventure, Story-driven","20,000 .. 50,000",92,2009-Autumn
LucasArts,LucasArts,32400,"STAR WARS™ Dark Forces (Classic, 1995)",Under $10,"Single-player, Steam Cloud, Family Sharing",Action,FALSE,"2D, Historical/Old-Times, Action, Unique-aspects, Shooter, Single-Player, High-Quality, Adventure, Sci-fi, First Person","500,000 .. 1,000,000",89,2009-Autumn
LucasArts,LucasArts,32390,STAR WARS™ Jedi Knight - Mysteries of the Sith™,Under $10,"Single-player, Multi-player, Partial controller support, Steam Cloud, Family Sharing",Action,FALSE,"Historical/Old-Times, Inclusivity, Third Person, Action, Multiplayer, Single-Player, Shooter, High-Quality, Adventure, Sci-fi, First Person","200,000 .. 500,000",66,2009-Autumn
Interplay Inc.,Shiny Entertainment,38450,MDK,Under $10,"Single-player, Family Sharing",Action,FALSE,"Historical/Old-Times, Third Person, Action, Shooter, Single-Player, Comedy, Sci-fi","20,000 .. 50,000",78,2009-Autumn
DiezelPower,DiezelPower,39800,Nation Red,Under $10,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Co-op, Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","Action, Indie",FALSE,"Indie, Layed-Back, Gore, Action, Difficult, Horror/Mystery, Unique-aspects, Fantasy, Shooter, Single-Player, Multiplayer, Co-op","200,000 .. 500,000",88,2009-Autumn
Paradox Interactive,Cyberlore,25990,Majesty Gold HD,Under $10,"Single-player, Multi-player, Family Sharing","Simulation, Strategy",FALSE,"Historical/Old-Times, Sandbox/Building, Fantasy, Realistic/Sim, Unique-aspects, Single-Player, Real-Time, Multiplayer, Strategy","100,000 .. 200,000",93,2009-Autumn
PlayFirst,Aliasworlds Entertainment,37220,Cooking Dash®,Under $10,"Single-player, Family Sharing",Simulation,FALSE,"Realistic/Sim, Strategy, Casual","0 .. 20,000",72,2009-Autumn
PlayFirst,"Big Splash Games, LLC",37210,Chocolatier®: Decadence by Design™,Under $10,"Single-player, Family Sharing",Simulation,FALSE,"Realistic/Sim, Casual, Strategy","20,000 .. 50,000",71,2009-Autumn
PlayFirst,PlayFirst,37240,Diner Dash:® Hometown Hero™,Under $10,"Single-player, Family Sharing",Simulation,FALSE,"Realistic/Sim, Strategy, Casual","0 .. 20,000",34,2009-Autumn
PlayFirst,Zemnott,37230,Diaper Dash®,Under $10,"Single-player, Family Sharing",Simulation,FALSE,Realistic/Sim,"0 .. 20,000",64,2009-Autumn
3000AD,3000AD,36910,All Aspect Warfare,Under $10,"Single-player, Multi-player, Co-op, Partial controller support, Family Sharing","Action, Casual, Indie, Simulation",FALSE,"Casual, Third Person, Action, Co-op, Multiplayer, Sandbox/Building, Realistic/Sim, Shooter, Single-Player, Unique-Style, Sci-fi, First Person, Exploration","50,000 .. 100,000",23,2009-Autumn
3000AD,3000AD,36900,Angle of Attack,Under $10,"Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Partial controller support, Family Sharing","Action, Casual, Indie, Simulation",FALSE,"Indie, Casual, Action, Co-op, Multiplayer, Real-Time, Sandbox/Building, Realistic/Sim, Shooter, Single-Player, Unique-Style, Comedy, Sci-fi, Exploration","50,000 .. 100,000",0,2009-Autumn
Sandlot Games,Sandlot Games,36130,Tradewinds Caravans + Odyssey Pack,Free,"Single-player, Family Sharing",Casual,FALSE,Casual,"0 .. 20,000",87,2009-Autumn
Cosmi Valusoft,Virtual Playground,12670,Mission Runway,Under $10,"Single-player, Family Sharing",Simulation,FALSE,"Realistic/Sim, Casual","0 .. 20,000",61,2009-Autumn
Strategy First,Invent4 Entertainment,34900,Bad Rats: the Rats' Revenge,Under $1,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",Indie,FALSE,"Indie, Layed-Back, Gore, Mature, Third Person, Difficult, Puzzle, Co-op, Horror/Mystery, Realistic/Sim, Single-Player, High-Quality, Story-driven","200,000 .. 500,000",78,2009-Autumn
LucasArts,LucasArts,32340,LOOM™,Under $10,"Single-player, Steam Cloud, Family Sharing",Adventure,FALSE,"Indie, Casual, Historical/Old-Times, Third Person, Puzzle, Unique-aspects, Fantasy, Single-Player, High-Quality, Comedy, Adventure, Story-driven","100,000 .. 200,000",88,2009-Autumn
LucasArts,LucasArts,6040,The Dig®,Under $10,"Single-player, Steam Cloud, Family Sharing",Adventure,FALSE,"Casual, Historical/Old-Times, Third Person, Puzzle, Unique-aspects, Sci-fi, Single-Player, High-Quality, Adventure, Story-driven","100,000 .. 200,000",91,2009-Autumn
Accelerate Games,MumboJumbo,32110,LUXOR: Mah Jong,Under $10,"Single-player, Family Sharing",Casual,FALSE,"Puzzle, Casual, Single-Player","20,000 .. 50,000",72,2009-Autumn
Accelerate Games,MumboJumbo,32120,Chainz 2: Relinked,Under $10,"Single-player, Family Sharing",Casual,FALSE,"Puzzle, Casual","20,000 .. 50,000",58,2009-Autumn
NovaLogic,NovaLogic,32760,Tachyon: The Fringe,Under $10,"Single-player, Multi-player, Family Sharing",Simulation,FALSE,"Sci-fi, Realistic/Sim, Historical/Old-Times","50,000 .. 100,000",89,2009-Autumn
NovaLogic,NovaLogic,32620,Delta Force,Under $10,"Single-player, Family Sharing",Action,FALSE,"Warfare, Historical/Old-Times, Action, Strategy, Shooter, Single-Player, First Person","20,000 .. 50,000",91,2009-Autumn
NovaLogic,NovaLogic,32630,Delta Force 2,Under $10,"Single-player, Multi-player, Family Sharing",Action,FALSE,"Warfare, Historical/Old-Times, First Person, Action, Shooter, Single-Player, Strategy","20,000 .. 50,000",86,2009-Autumn
Boss Baddie,Boss Baddie,233510,Lunnye Devitsy,Under $10,"Single-player, Full controller support, Steam Trading Cards, Family Sharing","Casual, Indie",FALSE,"Indie, Layed-Back, Casual, 2D, Story-driven, Other, Exploration","20,000 .. 50,000",64,2009-Autumn
NovaLogic,NovaLogic,32730,F-22 Lightning 3,Under $10,"Single-player, Multi-player, Family Sharing",Simulation,FALSE,"Realistic/Sim, Unique-Style","20,000 .. 50,000",68,2009-Autumn
NovaLogic,NovaLogic,32720,F-16 Multirole Fighter,Under $10,"Single-player, Multi-player, Family Sharing",Simulation,FALSE,"Realistic/Sim, Unique-Style","20,000 .. 50,000",82,2009-Autumn
Sigma Team Inc.,Sigma Team Inc.,33110,Alien Shooter: Revisited,Under $10,"Single-player, Steam Trading Cards, Family Sharing","Action, Indie, RPG",FALSE,"Indie, Action, Unique-aspects, Single-Player, RPG, Shooter, Sci-fi","200,000 .. 500,000",65,2009-Autumn
Sigma Team Inc.,Sigma Team Inc.,33120,Alien Shooter 2: Reloaded,Under $10,"Single-player, Steam Trading Cards, Family Sharing","Action, Indie, RPG",FALSE,"Gore, Action, 3D, Difficult, PvE, Horror/Mystery, Unique-aspects, Realistic/Sim, Shooter, High-Quality, RPG, Other, Single-Player, Sci-fi","200,000 .. 500,000",92,2009-Autumn
Sigma Team Inc.,Sigma Team Inc.,33130,Zombie Shooter,Under $10,"Single-player, Family Sharing","Action, Indie, RPG",FALSE,"Indie, Gore, 2D, Action, Difficult, Horror/Mystery, Unique-aspects, Fantasy, Rogue, Shooter, RPG, Single-Player","200,000 .. 500,000",83,2009-Autumn
Sigma Team Inc.,Sigma Team Inc.,33100,Alien Shooter,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Indie, RPG",FALSE,"Indie, Gore, Action, Fighting, Horror/Mystery, Unique-aspects, Rogue, Shooter, RPG, Single-Player, High-Quality, Sci-fi","500,000 .. 1,000,000",95,2009-Autumn
Square Enix,Square Enix,23300,Yosumin!™,Under $10,"Single-player, Family Sharing",Casual,FALSE,"Puzzle, Casual, Single-Player, Unique-Style","50,000 .. 100,000",60,2009-Autumn
DTP Entertainment,49 Games,27200,Summer Athletics,$10~$20,"Single-player, Multi-player, Co-op, Family Sharing",Sports,FALSE,Sports,"0 .. 20,000",53,2009-Autumn
KranX Productions,KranX Productions,29130,Musaic Box,Under $10,"Single-player, Family Sharing","Indie, Casual",FALSE,"Indie, Puzzle, Casual, High-Quality","20,000 .. 50,000",92,2009-Autumn
Elecorn,Elecorn,29800,Caster,Under $1,"Single-player, Steam Trading Cards, Partial controller support, Family Sharing","Action, Adventure, Casual, Indie, RPG, Strategy",FALSE,"Indie, Casual, Inclusivity, Third Person, Action, Difficult, RPG, Single-Player, High-Quality, Shooter, Unique-Style, Adventure, Strategy","200,000 .. 500,000",79,2009-Autumn
"PopCap Games, Inc.","PopCap Games, Inc.",3580,The Wizard's Pen™,Under $10,"Single-player, Family Sharing",Casual,FALSE,"Puzzle, Casual","20,000 .. 50,000",84,2009-Autumn
